98970	20474	
6915	29502	
136040	63829	
110753	30488	
12884	5419	
107599	84660	
110973	7704	
34704	13930	
128217	45593	
158354	14307	
23781	15728	
28268	25521	
158774	5557	
57478	58377	
173485	81049	
16216	42494	
66056	98679	
11019	26267	
16278	13466	
75323	58781	
20803	84709	
114270	92875	
69457	12163	
189950	73330	
170023	49132	
97826	54977	
59139	54640	
41419	63422	
31116	67267	
165146	45860	
49603	80997	
131151	82234	
63511	5453	
142764	15152	
53527	53873	
153399	38840	
14914	212	
137567	20127	
26938	62701	
28790	20423	
61911	14160	
91421	58594	
117336	39836	
75837	43501	
98229	22880	
170097	49863	
161424	54826	
44994	57164	
153673	26286	
181386	68562	
192369	18927	
31353	96703	
11990	29325	
28534	33797	
66621	4523	
92189	25308	
180461	6619	
175463	71994	
112232	40809	
184999	25937	
51893	90849	
121969	83909	
187928	73374	
11349	85576	
89380	87152	
49673	35700	
141799	98952	
49892	87557	
191811	14883	
46215	42512	
159068	43377	
172886	12708	
161517	12513	
102692	87324	
69941	41323	
185581	2781	
68431	2425	
191292	10962	
133856	72466	
58093	73698	
31594	51493	
102285	72779	
95613	35375	
98845	7485	
7500	71114	
13046	50037	
1501	65042	
100870	57524	
79386	55476	
42616	14556	
145285	71605	
149554	74471	
136713	95132	
61880	75427	
180907	40413	
93230	86670	
62111	19299	
189946	4298	
58359	4217	
174728	77437	
130166	7318	
197927	9959	
36483	37283	
121424	33665	
146745	56521	
44999	90575	
129179	89596	
44443	7841	
87589	56510	
172743	28876	
91134	48177	
78011	54399	
120585	4669	
92276	2501	
122458	34010	
171847	83383	
184133	87195	
185150	32443	
20755	43639	
62297	76221	
142478	57653	
142902	59112	
94460	96467	
45323	11808	
121320	61843	
49487	58623	
111259	92995	
38072	28971	
125930	19239	
126496	65201	
52777	18213	
85249	54112	
185661	69421	
5599	44612	
38863	14147	
129925	60445	
174685	87659	
69799	19963	
5610	19439	
96870	81976	
7510	62160	
154419	24499	
29192	99142	
29259	17188	
150983	30326	
106528	11777	
153192	7343	
116376	76972	
70370	89537	
104750	31926	
99645	89787	
109239	94069	
22569	93663	
63423	34589	
179499	77924	
96210	95614	
62898	49863	
40598	33049	
47816	15792	
43349	73472	
14244	92220	
128921	42953	
142492	46540	
52208	85839	
91447	84713	
103759	87910	
28449	211	
159827	28313	
162552	14853	
185570	50049	
59075	49670	
191216	71779	
67074	58286	
173662	70887	
61920	41202	
144573	57201	
12293	37743	
43759	20638	
61320	11087	
1838	19741	
157506	78075	
150183	92039	
91261	38718	
150270	63996	
107852	1841	
44981	12028	
41844	38472	
19751	54782	
178056	53336	
94062	22641	
68754	23875	
102628	30284	
181869	90114	
83207	44244	
90352	85485	
6518	6538	
55685	24138	
76248	61390	
132823	39824	
3292	92692	
14057	81975	
68890	79841	
152132	72703	
78808	73474	
80137	46489	
126953	17225	
14436	24629	
172849	37414	
4513	20617	
109635	79774	
79385	75066	
119723	95242	
32644	95562	
30407	68814	
112050	15711	
164624	67572	
49109	86636	
61303	97828	
84470	9182	
16362	60355	
776	96101	
134389	91430	
108570	6589	
67205	10193	
59109	59288	
155977	50800	
173189	10217	
197169	84464	
60805	47376	
152920	12859	
184147	46205	
97150	9295	
47506	37059	
44526	1434	
159951	31386	
122303	62868	
61643	97360	
149749	81817	
21878	86094	
178119	1122	
62269	33155	
32827	69630	
50170	68687	
73198	32210	
29770	89806	
135408	56106	
49213	13183	
117003	7002	
92454	81455	
52836	14262	
100881	52999	
7483	47211	
43988	80687	
68941	83000	
6782	9629	
193113	79820	
111341	43038	
13311	77533	
3068	35776	
79811	92610	
186520	89530	
130097	84430	
94708	86616	
138587	37994	
116819	54182	
191166	43341	
169346	17689	
151043	12570	
142888	9461	
140193	1527	
46261	26270	
107551	4389	
13368	606	
184695	6913	
185293	20975	
3030	70486	
20915	77638	
190208	79964	
55356	71389	
59665	84401	
82973	84316	
82398	85490	
91365	53283	
148410	61399	
15691	75509	
45205	94376	
162144	37092	
148350	73248	
133027	20342	
175881	23612	
33907	61553	
163659	17312	
116319	20616	
92738	2407	
52441	91298	
40914	15716	
14154	30051	
128746	64602	
177663	89465	
78533	49300	
172160	6501	
29837	50242	
17089	21860	
179417	3056	
144754	4474	
104471	20101	
156337	95162	
69957	12309	
60000	47091	
96153	31203	
30416	13690	
123649	70199	
37404	44272	
143493	27192	
48275	95281	
59208	90950	
73293	22041	
7917	90006	
141406	42674	
83477	87115	
100073	66462	
146887	74317	
26444	57757	
194729	19529	
53241	23132	
58475	85253	
23844	15066	
25667	34846	
179928	98648	
15058	72640	
149989	12861	
183270	94689	
171828	38147	
30937	11898	
173691	59489	
76566	77955	
137483	16630	
95355	61290	
46214	81359	
189722	95472	
181231	14133	
61338	68896	
90842	1782	
177147	56941	
140546	55246	
90487	72519	
165049	14738	
112067	69497	
46970	63832	
98165	68418	
173466	38950	
13375	85005	
154717	82582	
174425	75696	
31269	35363	
9981	70814	
902	95252	
176204	9897	
40372	37121	
83726	90648	
83742	49510	
9495	42848	
194452	69955	
166148	62530	
146211	86317	
67237	91713	
31297	40501	
94453	12798	
39907	93651	
105988	60018	
182125	31215	
39030	53735	
152065	50315	
151011	78419	
44280	78192	
60447	69522	
92463	51572	
156053	87199	
97913	35653	
138637	67151	
119474	28213	
3277	99787	
34547	30401	
164251	83432	
116065	16480	
121248	78244	
159136	90756	
127783	54526	
104742	51984	
93701	94226	
192234	97175	
162067	85137	
57978	37036	
76887	43673	
110316	8396	
75009	61526	
196844	91460	
28497	98324	
97909	73023	
141845	61216	
144475	87344	
119312	42330	
94148	76057	
48759	31801	
13431	63094	
39701	49467	
65996	65225	
135182	42567	
