317423	3514	
217628	4690	
351835	55584	
61767	69754	
331843	16116	
252982	75500	
47472	26129	
182479	87361	
3892	88558	
231718	27424	
289380	55178	
223120	78592	
387060	58054	
245573	77355	
368429	21228	
98352	24959	
304141	29517	
323799	11470	
287931	40553	
358498	6789	
399909	5799	
181450	43561	
104632	59109	
394527	82141	
364475	54761	
124405	38080	
282313	21013	
31596	63188	
40425	27097	
319067	13273	
289739	95811	
170905	49240	
176546	60241	
230119	81020	
108312	78311	
41853	67770	
50418	18876	
364336	80241	
274754	37583	
322236	96780	
207939	22103	
44724	91077	
242900	50424	
59011	55236	
264980	5009	
256542	52293	
330006	6225	
175432	66295	
252865	62026	
49281	49632	
109383	15167	
255628	69118	
171328	83959	
289948	64680	
113890	48659	
348698	32595	
30175	2812	
217749	87409	
269020	72917	
37447	91412	
295689	8720	
261184	51825	
96481	70716	
149298	70783	
40064	50300	
110936	74462	
251932	76595	
212867	67668	
226337	41020	
101570	25874	
282605	31606	
370605	23382	
127141	17435	
150606	6762	
221490	73266	
155821	67177	
221660	5915	
342647	16002	
271233	49800	
230730	6229	
177265	58955	
286752	80666	
330345	2057	
132565	88833	
185899	34350	
201430	71251	
104886	82267	
51432	88440	
355879	32826	
28690	77170	
75180	72818	
1065	3559	
121505	88661	
153462	4444	
58825	35031	
197893	48924	
9898	62266	
165901	54456	
64645	22724	
129911	14632	
62448	55154	
311309	11088	
27154	8806	
252608	48222	
11643	36155	
276629	94223	
147485	73689	
389166	62961	
124779	87716	
83825	7779	
201229	34223	
169431	10905	
128829	71054	
266195	74844	
275393	74889	
81756	11790	
6149	79372	
117145	71531	
35540	1979	
286376	66443	
6323	72323	
117004	13379	
393178	44140	
344241	21228	
137552	36618	
47772	66331	
240162	18835	
186931	85583	
350911	81387	
212006	85642	
279539	56283	
129273	21590	
121214	58912	
184752	89001	
122321	56735	
215830	1987	
130276	70230	
191913	59124	
180406	30350	
385701	94395	
57570	90924	
276779	41097	
183131	82279	
158862	96099	
170180	79284	
64187	42630	
267246	18078	
359618	4261	
159087	22577	
277765	91310	
361563	8341	
23804	89164	
200994	48791	
247714	74533	
180230	62211	
10623	3458	
257335	97230	
102867	76943	
264076	27696	
249948	20921	
148576	16207	
151364	84628	
103431	81558	
251819	10527	
248556	30404	
99532	92863	
233929	85249	
214478	11399	
375041	42636	
104617	2137	
337309	71055	
386099	6407	
338529	51924	
385607	14322	
9610	68529	
235792	5812	
242727	89598	
220535	43257	
208401	76007	
356391	44167	
120969	72285	
266169	63998	
193388	80264	
32897	34106	
365077	60375	
81908	56150	
56015	12087	
255028	90283	
52469	40545	
343098	15223	
32553	71150	
117407	83864	
139437	61510	
85255	64023	
361313	33974	
88235	84449	
19545	52704	
154497	94288	
32154	49132	
149897	83817	
271090	78909	
213686	95167	
82161	2526	
229880	61333	
12039	70651	
361442	19392	
214716	99595	
100989	83786	
90758	14987	
196904	13267	
219210	73159	
51370	30386	
322034	19761	
133974	79034	
273063	33107	
99545	19192	
98475	84769	
236580	98808	
302038	66344	
205552	62471	
118699	48804	
357234	29266	
216983	96685	
172189	62606	
194245	32176	
229903	47377	
391584	86620	
178841	8638	
200294	29363	
237038	87134	
192870	39745	
247399	46409	
373974	86089	
280560	81317	
102483	72698	
258323	21541	
195445	18368	
351263	10706	
44046	1847	
184692	10279	
70912	93851	
353518	84214	
44984	86907	
171756	15816	
54859	88299	
348028	48386	
254763	80377	
329508	44675	
299397	73495	
302799	74505	
299195	35671	
394707	43252	
102137	92373	
115355	38786	
187382	76397	
59638	95066	
188361	654	
205051	4100	
132325	7559	
662	60917	
4659	67069	
197812	56744	
357323	84062	
20359	70696	
319566	31504	
355446	45770	
258786	89475	
157477	66487	
93259	96229	
375708	24808	
273827	76212	
150294	97162	
83510	81166	
396776	53024	
134012	42180	
7948	42152	
20915	20525	
207818	27606	
390809	82679	
289794	36796	
9795	68024	
47384	23819	
254493	23074	
361468	48947	
388863	7413	
209492	90246	
325095	17391	
350281	66747	
194009	56287	
175211	57167	
125648	24535	
90818	36486	
130655	65695	
394482	85518	
144489	59909	
388874	37188	
130425	78002	
207209	88400	
135743	10393	
221133	31628	
369704	68521	
179705	70978	
188313	42146	
50691	2995	
342087	25028	
65079	74227	
204725	44322	
397867	80178	
148043	83766	
217441	58742	
270352	67598	
39186	96932	
131717	37764	
38301	84093	
162205	14411	
258828	48869	
338396	31877	
63294	17503	
312074	6609	
157111	75731	
292500	35554	
396417	57970	
378496	91403	
110012	72721	
108043	26423	
124617	49521	
299745	55061	
320271	85407	
225785	6448	
126056	69174	
100746	3196	
52012	85538	
221101	63052	
135768	10976	
9872	70753	
290138	49826	
279252	15997	
285563	55790	
363653	64630	
265833	57318	
278835	66470	
26592	16866	
363569	4126	
393205	70713	
29033	87067	
71807	1119	
72410	58065	
197666	10600	
100656	6756	
212601	6059	
269055	44821	
9311	3170	
341019	21337	
331994	54093	
392470	11014	
140453	44886	
327511	16326	
194905	14927	
183635	73358	
354999	69399	
316907	60073	
277012	24476	
178658	42733	
264674	43355	
206585	11631	
385495	75107	
381738	68689	
57019	63735	
90749	72762	
118099	42226	
32649	64095	
199653	23396	
195339	59997	
78952	43867	
102172	48008	
212810	6301	
185618	33149	
172381	48209	
393974	80948	
345183	47006	
322077	2961	
75172	77291	
284773	570	
25826	72934	
261261	98627	
224793	55040	
231858	59813	
91165	18293	
111842	1965	
77633	41865	
146015	1040	
305314	84174	
358898	6908	
211725	87042	
335848	29706	
295822	2070	
29614	94160	
51990	81897	
358148	69459	
9288	18994	
350433	82361	
119264	35901	
125028	4412	
396736	18124	
100210	78619	
95001	53151	
198128	74347	
178482	81679	
367134	91402	
12632	30644	
21262	59060	
10595	39814	
38976	66286	
387552	45472	
314204	36928	
363616	12992	
78860	46560	
122076	41835	
113523	1609	
3139	51246	
272461	88491	
221730	24576	
87460	56571	
6639	61155	
89772	42315	
196466	58569	
347708	96693	
16337	61203	
324969	35408	
355894	30580	
112577	42789	
49055	51252	
277921	44028	
46402	89264	
245428	64495	
150298	45983	
215944	83136	
11282	56208	
116942	30182	
286157	70159	
202798	9603	
4112	46566	
262597	9905	
1741	77504	
125500	35162	
251213	43817	
198662	72679	
34936	54993	
172085	17712	
120388	58223	
314874	4947	
214712	21730	
85943	95072	
369308	18835	
244419	64208	
190783	87382	
73145	60533	
182116	73359	
6269	52365	
199754	85458	
334925	74576	
253271	62594	
167807	44105	
317152	27163	
179037	34882	
261528	17036	
127897	91415	
388242	69179	
273262	59053	
321396	90893	
319958	43515	
265018	44093	
56290	27750	
175396	65961	
25145	35691	
187198	18828	
26927	76502	
394890	37797	
338561	16303	
246475	55703	
85803	39252	
317808	76554	
272870	15041	
41244	55824	
210625	19468	
73934	74881	
357851	78349	
230066	59143	
360891	66330	
124931	12758	
329548	94737	
57883	48979	
252536	22127	
275224	44949	
180575	49374	
91309	66697	
357172	95594	
28162	79311	
141108	26036	
64713	57058	
321348	32960	
357087	89813	
97703	99465	
146074	63961	
214745	5045	
88373	82427	
1546	43107	
9173	92650	
251322	12576	
377015	29494	
138989	54521	
223865	22068	
121996	50410	
233345	67294	
117464	45685	
96782	28919	
372235	71631	
308057	88428	
200205	82580	
17767	92054	
295887	70138	
363758	76029	
245576	46275	
185697	72534	
239626	1997	
9498	38956	
378880	11812	
224420	3645	
226375	3319	
373410	86523	
2853	63079	
309982	4531	
205226	74299	
138354	85034	
368482	42065	
72717	91203	
68787	37903	
90851	52222	
62042	61047	
238387	83163	
161020	15033	
375414	27195	
75243	93507	
343585	56231	
295544	94516	
282775	53898	
94192	76654	
352047	35961	
153140	45513	
174045	59060	
34937	23140	
86783	67460	
349208	25174	
249926	52963	
125330	78147	
122431	60540	
162852	17546	
147325	78247	
23043	5851	
366309	17047	
280885	17414	
192022	8015	
343436	83982	
112883	88718	
168767	37213	
229070	67340	
388134	59537	
94770	2780	
243346	28756	
174669	2321	
84806	16681	
145144	22493	
336918	89954	
80613	40629	
178331	54671	
215652	22416	
248336	16528	
241745	91438	
57677	20140	
328734	18133	
121693	29082	
369785	17655	
368958	15196	
250137	84335	
130100	31692	
164394	3882	
157642	1615	
369107	29123	
251622	86534	
55904	77447	
250248	25667	
176529	98935	
368287	43256	
319486	16939	
78344	58795	
45221	63795	
124836	38726	
361618	81817	
6804	58730	
186282	94883	
152212	27652	
104723	29524	
6257	80536	
79683	34098	
380968	97338	
125476	94274	
242333	75931	
73697	33775	
48756	62304	
361552	46954	
185104	27279	
33916	42219	
196006	50659	
274254	73782	
372221	85438	
210519	29273	
183236	46750	
158652	57714	
60431	17768	
76990	52269	
110576	47009	
68964	50122	
393774	70972	
222536	94877	
149925	85197	
25084	75247	
229817	20860	
369687	92162	
14584	73238	
117983	96242	
353228	59517	
232340	39319	
154329	28415	
266071	33991	
124025	33444	
50485	18136	
171345	27040	
22228	46179	
269968	49321	
83129	12036	
29380	34307	
25012	36254	
160600	61815	
194281	99932	
180526	47106	
238587	54130	
368213	1930	
8022	53857	
205927	83115	
11801	99225	
310018	34383	
239647	97113	
35681	85052	
15529	63058	
103958	69126	
250665	46249	
32230	86790	
26797	36763	
124993	43235	
222439	62876	
303068	99821	
212565	38488	
116973	29289	
254097	45402	
399234	50181	
269367	23690	
74623	37101	
330094	85745	
39474	11030	
250261	94041	
36244	78552	
54796	65232	
295583	49049	
153116	62443	
365127	48452	
350596	63686	
89878	84697	
13473	57129	
315495	76766	
73401	21063	
187198	26259	
129636	25280	
263363	55586	
221335	46502	
117593	82485	
386894	59549	
340063	53698	
7893	23548	
118019	41922	
28084	23056	
275646	89791	
262837	66527	
14960	49483	
231443	55785	
323608	84589	
21057	25451	
376111	91735	
107091	58942	
143650	91891	
226189	67996	
399723	22907	
51335	17603	
359499	93032	
313209	70929	
305062	1923	
286377	59951	
351738	6583	
150126	44107	
325373	87367	
47456	82269	
338131	70459	
232094	38923	
366825	56854	
78139	41192	
278257	93379	
276421	57879	
383226	51854	
156276	39149	
18603	79343	
105580	75892	
65179	9568	
172719	19276	
267216	98864	
346914	71853	
237395	3344	
107962	61255	
177004	49195	
268867	31210	
250112	89459	
398925	31393	
268931	81974	
43699	77529	
286491	99280	
240969	77504	
225107	30905	
184737	97673	
300024	50111	
384250	93132	
10004	71278	
397382	54921	
191620	13868	
107095	77485	
214456	69122	
350245	99693	
399879	11476	
38846	9743	
210093	29937	
285003	27657	
91874	93253	
371258	6433	
296087	89356	
299405	38867	
310608	66754	
323391	57265	
231320	76182	
137166	56900	
130214	58077	
18282	34993	
107147	99458	
67896	93879	
36884	78907	
308035	99445	
59842	25879	
99584	41097	
391139	64755	
280060	15858	
45516	76652	
273060	46391	
395830	50062	
128176	42112	
234035	19787	
241198	94050	
382155	11496	
33447	43001	
318519	14321	
331503	6285	
206649	12333	
386062	69239	
73878	70956	
246854	10173	
33073	38428	
115265	59865	
108230	90619	
94937	44088	
70719	65127	
225667	20510	
309302	53041	
183257	29350	
105224	62257	
100674	77831	
205202	29618	
1088	2355	
346123	78222	
393685	76345	
305790	47060	
208531	53962	
373602	27845	
311743	29624	
227671	53247	
340129	79067	
373248	84113	
99307	24973	
345079	85293	
98115	33973	
168689	20603	
104047	4193	
348784	3850	
68380	16780	
195359	69793	
149451	93535	
50125	724	
177113	38355	
248201	47538	
139945	80501	
245462	46619	
369392	50627	
292747	74799	
361116	18131	
33866	4706	
55394	32210	
160026	74571	
41955	21545	
147748	6268	
256122	52380	
32519	24236	
385700	23789	
373848	48079	
323212	52381	
375737	80487	
156595	80307	
240276	68884	
7097	1973	
72437	23431	
256074	58130	
334082	88756	
115880	95586	
246807	99078	
